Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,An,Ab,Or,Cn
NV12-1,IrZ,65.89,0.02,18.85,0.05,0.07,0.01,0.15,0.04,0.74,2.98,11.94,0.21,0.03,0.11,0.06,0.06,0.01,0.02,0.04,0.08,0.08,0.13,2.991,0.001,1.008,0.002,0.003,0.001,0.007,0.001,0.013,0.262,0.691,4.980,0.010,0.002,0.011,0.004,0.005,0.001,0.002,0.002,0.003,0.014,0.015,0.007,0.269,0.710,0.014
NV12-1,IrZ,65.21,0.07,19.22,0.05,0.07,0.01,0.15,0.13,0.89,2.77,12.79,0.21,0.03,0.11,0.05,0.07,0.01,0.02,0.04,0.08,0.08,0.14,2.963,0.002,1.029,0.002,0.003,0.001,0.007,0.003,0.016,0.244,0.741,5.012,0.010,0.002,0.011,0.003,0.005,0.001,0.002,0.002,0.003,0.014,0.016,0.007,0.242,0.735,0.016
NV12-1,IrZ,65.10,0.06,18.51,0.23,0.06,0.01,0.21,0.12,1.22,3.07,12.21,0.21,0.03,0.11,0.06,0.06,0.00,0.03,0.04,0.08,0.08,0.13,2.978,0.002,0.998,0.008,0.002,0.001,0.010,0.003,0.022,0.272,0.713,5.009,0.010,0.002,0.011,0.004,0.005,0.000,0.003,0.002,0.003,0.014,0.015,0.010,0.268,0.701,0.022
NV12-1,IrZ,65.02,0.02,18.79,0.14,0.07,0.01,0.17,0.04,1.10,3.15,12.39,0.21,0.03,0.11,0.05,0.06,0.01,0.03,0.04,0.08,0.08,0.13,2.970,0.001,1.012,0.005,0.003,0.001,0.008,0.001,0.020,0.279,0.722,5.021,0.010,0.002,0.011,0.003,0.005,0.001,0.003,0.002,0.003,0.014,0.015,0.008,0.271,0.702,0.019
NV13-1,MCZl,62.77,0.02,19.37,0.25,0.07,0.01,0.11,0.13,1.18,2.89,12.18,0.21,0.03,0.11,0.08,0.07,0.01,0.02,0.04,0.08,0.08,0.13,2.930,0.001,1.066,0.009,0.003,0.001,0.006,0.004,0.022,0.262,0.725,5.026,0.010,0.002,0.011,0.006,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.258,0.715,0.021
NV13-1,MCZl,62.80,0.02,18.69,0.08,0.07,0.01,0.11,0.09,0.96,2.74,12.61,0.21,0.03,0.11,0.07,0.06,0.00,0.02,0.04,0.08,0.08,0.13,2.954,0.001,1.036,0.003,0.003,0.001,0.006,0.002,0.018,0.250,0.757,5.029,0.010,0.002,0.011,0.005,0.005,0.000,0.002,0.002,0.003,0.014,0.015,0.005,0.243,0.735,0.017
NV13-1,MCZl,62.99,0.07,19.15,0.09,0.07,0.01,0.14,0.08,1.30,2.84,12.19,0.21,0.03,0.11,0.07,0.08,0.02,0.02,0.04,0.08,0.08,0.13,2.941,0.002,1.054,0.003,0.003,0.001,0.007,0.002,0.024,0.257,0.726,5.020,0.010,0.002,0.011,0.005,0.006,0.003,0.002,0.002,0.003,0.014,0.015,0.007,0.254,0.716,0.023
NV13-1,MCZl,62.86,0.02,19.29,0.08,0.06,0.01,0.11,0.04,1.24,3.03,12.28,0.21,0.03,0.11,0.07,0.07,0.01,0.02,0.04,0.08,0.08,0.13,2.934,0.001,1.061,0.003,0.002,0.001,0.006,0.001,0.023,0.274,0.731,5.036,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.265,0.707,0.022
NV13-1,MCZl,63.39,0.02,18.81,0.08,0.06,0.01,0.09,0.04,0.90,2.60,12.59,0.21,0.03,0.11,0.07,0.05,0.00,0.02,0.04,0.07,0.08,0.13,2.961,0.001,1.036,0.003,0.002,0.001,0.005,0.001,0.016,0.235,0.750,5.011,0.010,0.002,0.011,0.005,0.004,0.000,0.002,0.002,0.003,0.014,0.015,0.004,0.234,0.745,0.016
NV13-1,MCZl,62.97,0.02,18.95,0.07,0.07,0.01,0.09,0.09,1.65,2.89,12.17,0.21,0.03,0.11,0.07,0.07,0.02,0.02,0.04,0.09,0.08,0.13,2.946,0.001,1.045,0.002,0.003,0.001,0.005,0.002,0.030,0.262,0.726,5.024,0.010,0.002,0.011,0.005,0.006,0.003,0.002,0.002,0.003,0.014,0.015,0.004,0.256,0.710,0.030
NV13-1,MCZl,63.01,0.02,19.30,0.15,0.07,0.01,0.08,0.16,1.06,2.90,12.49,0.21,0.00,0.11,0.07,0.06,0.01,0.02,0.04,0.08,0.08,0.13,2.934,0.001,1.059,0.005,0.003,0.001,0.004,0.004,0.019,0.262,0.742,5.035,0.010,0.000,0.011,0.005,0.005,0.001,0.002,0.002,0.003,0.014,0.015,0.004,0.255,0.722,0.019
NV13-1,MCZl,63.71,0.02,18.81,0.08,0.07,0.01,0.10,0.04,0.67,2.72,12.55,0.21,0.03,0.11,0.07,0.06,0.00,0.02,0.00,0.07,0.08,0.13,2.965,0.001,1.032,0.003,0.003,0.001,0.005,0.001,0.012,0.245,0.745,5.012,0.010,0.002,0.011,0.005,0.005,0.000,0.002,0.000,0.003,0.014,0.015,0.005,0.244,0.739,0.012
NV13-1,MCZl,63.08,0.02,19.29,0.07,0.07,0.01,0.12,0.13,1.15,2.95,12.23,0.21,0.04,0.11,0.07,0.07,0.00,0.02,0.04,0.08,0.08,0.13,2.938,0.001,1.059,0.002,0.003,0.001,0.006,0.004,0.021,0.266,0.727,5.027,0.010,0.003,0.011,0.005,0.006,0.000,0.002,0.002,0.003,0.014,0.015,0.006,0.261,0.712,0.021
NV13-1,MCZl,63.50,0.03,18.87,0.06,0.06,0.01,0.11,0.09,1.20,2.70,12.50,0.21,0.03,0.11,0.06,0.06,0.00,0.02,0.04,0.08,0.08,0.13,2.958,0.001,1.036,0.002,0.002,0.001,0.005,0.002,0.022,0.244,0.743,5.016,0.010,0.002,0.011,0.004,0.005,0.000,0.002,0.002,0.003,0.014,0.015,0.005,0.240,0.733,0.022
NV13-1,MCZl,63.06,0.02,19.32,0.07,0.06,0.01,0.09,0.04,1.55,2.88,12.32,0.21,0.03,0.11,0.06,0.06,0.01,0.02,0.04,0.09,0.08,0.13,2.936,0.001,1.060,0.002,0.002,0.001,0.004,0.001,0.028,0.260,0.732,5.028,0.010,0.002,0.011,0.004,0.005,0.001,0.002,0.002,0.003,0.014,0.015,0.004,0.254,0.714,0.028
NV13-1,MCZl,63.82,0.02,19.35,0.19,0.13,0.01,0.08,0.04,1.02,2.80,12.51,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.08,0.08,0.13,2.944,0.001,1.052,0.007,0.005,0.001,0.004,0.001,0.018,0.250,0.736,5.019,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.014,0.015,0.004,0.248,0.730,0.018
NV13-1,MCZl,63.34,0.02,18.68,0.06,0.06,0.01,0.13,0.10,0.56,3.34,12.42,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.04,0.07,0.09,0.13,2.956,0.001,1.027,0.002,0.002,0.001,0.006,0.003,0.010,0.302,0.739,5.050,0.010,0.002,0.011,0.004,0.004,0.003,0.002,0.002,0.003,0.016,0.015,0.006,0.286,0.699,0.010
NV13-1,MCZl,62.26,0.08,18.87,0.07,0.05,0.01,0.12,0.09,1.29,2.95,12.45,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.04,0.09,0.08,0.13,2.936,0.003,1.049,0.002,0.002,0.001,0.006,0.002,0.024,0.270,0.749,5.044,0.010,0.002,0.011,0.004,0.004,0.003,0.002,0.002,0.003,0.014,0.016,0.006,0.257,0.714,0.023
NV13-1,MCZl,62.58,0.02,19.16,0.07,0.06,0.01,0.12,0.09,1.13,2.85,12.82,0.21,0.03,0.11,0.06,0.00,0.01,0.02,0.03,0.08,0.08,0.13,2.932,0.001,1.058,0.002,0.002,0.001,0.006,0.002,0.021,0.259,0.766,5.050,0.010,0.002,0.011,0.004,0.000,0.001,0.002,0.002,0.003,0.014,0.015,0.006,0.246,0.728,0.020
NV13-1,MCZl,63.16,0.02,19.48,0.07,0.06,0.01,0.14,0.04,1.25,3.01,12.50,0.21,0.03,0.11,0.07,0.05,0.02,0.02,0.04,0.08,0.08,0.13,2.929,0.001,1.065,0.002,0.002,0.001,0.007,0.001,0.023,0.271,0.740,5.041,0.010,0.002,0.011,0.005,0.004,0.003,0.002,0.002,0.003,0.014,0.015,0.007,0.260,0.711,0.022
NV13-1,MCZl,63.77,0.02,19.71,0.15,0.06,0.01,0.10,0.08,1.02,3.07,12.57,0.21,0.05,0.11,0.06,0.06,0.01,0.02,0.03,0.08,0.08,0.13,2.929,0.001,1.067,0.005,0.002,0.001,0.005,0.002,0.018,0.273,0.736,5.039,0.010,0.003,0.011,0.004,0.005,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.265,0.713,0.018
NV13-1,MCZl,62.86,0.02,19.95,0.06,0.06,0.01,0.13,0.13,1.14,2.95,12.73,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.04,0.08,0.08,0.13,2.910,0.001,1.089,0.002,0.002,0.001,0.006,0.003,0.021,0.265,0.752,5.052,0.010,0.002,0.011,0.004,0.004,0.003,0.002,0.002,0.003,0.014,0.015,0.006,0.254,0.720,0.020
NV13-1,MCZl,59.66,0.03,20.01,0.06,0.06,0.01,0.06,0.33,4.98,2.65,11.58,0.20,0.03,0.11,0.06,0.00,0.02,0.02,0.04,0.14,0.08,0.13,2.857,0.001,1.129,0.002,0.002,0.001,0.003,0.009,0.093,0.246,0.707,5.052,0.010,0.002,0.011,0.004,0.000,0.003,0.002,0.002,0.005,0.015,0.016,0.003,0.234,0.674,0.089
NV13-1,MCZl,62.43,0.02,19.00,0.07,0.06,0.01,0.06,0.10,1.22,2.84,12.67,0.21,0.00,0.11,0.06,0.06,0.01,0.02,0.04,0.08,0.08,0.13,2.937,0.001,1.053,0.002,0.002,0.001,0.003,0.003,0.022,0.259,0.760,5.044,0.010,0.000,0.011,0.004,0.005,0.001,0.002,0.002,0.003,0.014,0.015,0.003,0.248,0.728,0.022
NV13-1,MCZl,64.48,0.02,18.61,0.06,0.06,0.01,0.10,0.04,0.40,2.42,12.62,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.03,0.06,0.07,0.13,2.987,0.001,1.016,0.002,0.002,0.001,0.005,0.001,0.007,0.217,0.746,4.985,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.002,0.012,0.015,0.005,0.223,0.765,0.007
NV13-1,MCZl,63.18,0.02,19.63,0.07,0.06,0.01,0.09,0.09,1.57,2.89,12.14,0.21,0.03,0.11,0.05,0.05,0.00,0.02,0.04,0.09,0.08,0.13,2.929,0.001,1.073,0.002,0.002,0.001,0.004,0.002,0.029,0.260,0.718,5.021,0.010,0.002,0.011,0.003,0.004,0.000,0.002,0.002,0.003,0.014,0.015,0.004,0.257,0.710,0.028
NV13-1,MCZl,63.35,0.02,19.24,0.06,0.06,0.01,0.08,0.04,1.51,2.53,12.49,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.09,0.08,0.13,2.947,0.001,1.055,0.002,0.002,0.001,0.004,0.001,0.028,0.228,0.741,5.009,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.014,0.015,0.004,0.228,0.741,0.028
NV13-1,MCZl,63.13,0.02,19.44,0.07,0.05,0.01,0.08,0.13,1.12,3.17,12.77,0.21,0.03,0.11,0.06,0.05,0.00,0.02,0.04,0.08,0.08,0.13,2.926,0.001,1.062,0.002,0.002,0.001,0.004,0.003,0.020,0.285,0.755,5.061,0.010,0.002,0.011,0.004,0.004,0.000,0.002,0.002,0.003,0.014,0.015,0.004,0.268,0.709,0.019
NV13-1,MCZl,61.45,0.07,19.66,0.20,0.06,0.01,0.12,0.04,1.37,3.27,12.44,0.21,0.03,0.11,0.06,0.06,0.00,0.02,0.04,0.09,0.08,0.13,2.894,0.002,1.091,0.007,0.002,0.001,0.006,0.001,0.025,0.299,0.747,5.077,0.010,0.002,0.011,0.004,0.005,0.000,0.002,0.002,0.003,0.014,0.015,0.006,0.277,0.694,0.023
SS11-3,W,64.20,0.02,19.18,0.28,0.08,0.01,0.30,0.04,0.93,4.15,10.46,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.04,0.07,0.09,0.12,2.949,0.001,1.038,0.010,0.003,0.001,0.015,0.001,0.017,0.370,0.613,5.017,0.010,0.001,0.011,0.005,0.006,0.001,0.003,0.002,0.003,0.016,0.014,0.015,0.364,0.604,0.017
SS11-3,W,63.96,0.05,19.97,0.17,0.08,0.02,0.33,0.15,1.32,4.57,10.33,0.21,0.02,0.11,0.06,0.09,0.01,0.03,0.04,0.08,0.10,0.12,2.915,0.002,1.072,0.006,0.003,0.001,0.016,0.004,0.024,0.404,0.600,5.047,0.010,0.001,0.011,0.004,0.007,0.001,0.003,0.002,0.003,0.017,0.014,0.015,0.387,0.575,0.023
SS11-3,W,64.92,0.02,19.45,0.19,0.08,0.01,0.35,0.04,0.31,4.43,10.18,0.21,0.03,0.11,0.06,0.08,0.01,0.03,0.04,0.06,0.10,0.12,2.953,0.001,1.043,0.007,0.003,0.001,0.017,0.001,0.006,0.391,0.591,5.012,0.010,0.002,0.011,0.004,0.006,0.001,0.003,0.002,0.002,0.017,0.014,0.017,0.389,0.588,0.006
SS11-3,W,62.71,0.02,19.73,0.25,0.08,0.01,0.35,0.08,0.62,4.23,10.82,0.21,0.03,0.11,0.07,0.09,0.00,0.03,0.04,0.07,0.09,0.12,2.911,0.001,1.079,0.009,0.003,0.001,0.017,0.002,0.011,0.381,0.641,5.055,0.010,0.002,0.011,0.005,0.007,0.000,0.003,0.002,0.003,0.016,0.014,0.017,0.363,0.610,0.011
SS11-3,W,64.31,0.02,19.92,0.29,0.08,0.01,0.33,0.04,0.31,4.56,10.68,0.21,0.00,0.11,0.07,0.07,0.00,0.03,0.04,0.06,0.10,0.12,2.923,0.001,1.067,0.010,0.003,0.001,0.016,0.001,0.006,0.402,0.619,5.048,0.010,0.000,0.011,0.005,0.005,0.000,0.003,0.002,0.002,0.017,0.014,0.015,0.385,0.594,0.005
SS11-3,W,63.87,0.02,19.69,0.28,0.08,0.01,0.32,0.17,1.08,5.08,10.10,0.21,0.03,0.11,0.06,0.07,0.01,0.03,0.04,0.08,0.10,0.12,2.916,0.001,1.060,0.010,0.003,0.001,0.016,0.005,0.019,0.450,0.588,5.067,0.010,0.002,0.011,0.004,0.005,0.001,0.003,0.002,0.003,0.017,0.014,0.015,0.419,0.548,0.018
SS11-3,W,64.05,0.02,19.73,0.40,0.09,0.01,0.31,0.19,1.16,4.47,10.07,0.21,0.03,0.11,0.07,0.09,0.01,0.03,0.04,0.08,0.10,0.12,2.925,0.001,1.062,0.014,0.003,0.001,0.015,0.005,0.021,0.396,0.587,5.028,0.010,0.002,0.011,0.005,0.007,0.001,0.003,0.002,0.003,0.017,0.014,0.015,0.389,0.576,0.020
SS11-3,W,63.25,0.02,19.77,0.19,0.20,0.01,0.55,0.34,1.18,4.36,9.29,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.04,0.08,0.10,0.11,2.920,0.001,1.076,0.007,0.008,0.001,0.027,0.009,0.021,0.390,0.547,5.007,0.010,0.001,0.011,0.005,0.006,0.001,0.003,0.002,0.003,0.018,0.013,0.028,0.396,0.555,0.022
SS11-3,W,63.15,0.07,20.30,0.30,0.08,0.01,0.46,0.28,1.62,4.56,9.74,0.21,0.03,0.11,0.06,0.14,0.01,0.03,0.04,0.09,0.10,0.11,2.893,0.002,1.096,0.010,0.003,0.001,0.023,0.007,0.029,0.405,0.569,5.039,0.011,0.002,0.011,0.004,0.011,0.001,0.003,0.002,0.003,0.017,0.013,0.022,0.395,0.555,0.028
SS11-3,W,63.30,0.02,19.78,0.06,0.08,0.01,0.45,0.15,0.87,4.64,9.85,0.21,0.00,0.11,0.07,0.07,0.00,0.03,0.04,0.07,0.10,0.11,2.920,0.001,1.075,0.002,0.003,0.001,0.022,0.004,0.016,0.415,0.580,5.038,0.010,0.000,0.011,0.005,0.005,0.000,0.003,0.002,0.003,0.018,0.013,0.022,0.402,0.561,0.015
SS11-3,W,64.32,0.06,19.90,0.06,0.08,0.01,0.40,0.08,0.69,5.15,9.32,0.21,0.03,0.11,0.07,0.14,0.00,0.03,0.04,0.07,0.10,0.11,2.928,0.002,1.068,0.002,0.003,0.001,0.020,0.002,0.012,0.454,0.541,5.033,0.011,0.002,0.011,0.005,0.011,0.000,0.003,0.002,0.002,0.017,0.013,0.019,0.442,0.527,0.012
SS11-3,W,63.87,0.02,19.39,0.23,0.08,0.01,0.39,0.13,0.69,5.38,8.96,0.21,0.02,0.11,0.07,0.08,0.02,0.03,0.04,0.07,0.11,0.11,2.935,0.001,1.050,0.008,0.003,0.001,0.019,0.003,0.012,0.479,0.525,5.037,0.010,0.001,0.011,0.005,0.006,0.003,0.003,0.002,0.003,0.019,0.013,0.019,0.463,0.507,0.012
SS11-3,W,64.10,0.02,19.51,0.36,0.08,0.01,0.38,0.04,0.45,5.19,9.21,0.21,0.02,0.11,0.07,0.07,0.00,0.03,0.04,0.06,0.10,0.11,2.935,0.001,1.053,0.012,0.003,0.001,0.019,0.001,0.008,0.461,0.538,5.031,0.010,0.001,0.011,0.005,0.005,0.000,0.003,0.002,0.002,0.017,0.013,0.018,0.449,0.525,0.008
SS11-3,W,63.76,0.02,20.15,0.06,0.08,0.01,0.54,0.10,0.85,5.79,8.63,0.21,0.02,0.11,0.07,0.08,0.00,0.03,0.04,0.07,0.11,0.11,2.908,0.001,1.083,0.002,0.003,0.001,0.026,0.003,0.015,0.512,0.502,5.056,0.010,0.001,0.011,0.005,0.006,0.000,0.003,0.002,0.002,0.019,0.013,0.025,0.485,0.476,0.014
SS11-3,W,63.84,0.02,20.26,0.26,0.08,0.01,0.41,0.12,0.63,4.70,9.23,0.21,0.02,0.11,0.07,0.08,0.02,0.03,0.04,0.07,0.10,0.11,2.917,0.001,1.091,0.009,0.003,0.001,0.020,0.003,0.011,0.416,0.538,5.010,0.010,0.001,0.011,0.005,0.006,0.003,0.003,0.002,0.003,0.017,0.013,0.020,0.422,0.546,0.011
SS11-3,W,64.08,0.02,19.99,0.20,0.08,0.01,0.39,0.04,0.35,4.73,10.14,0.21,0.00,0.11,0.06,0.08,0.01,0.03,0.03,0.06,0.10,0.12,2.922,0.001,1.074,0.007,0.003,0.001,0.019,0.001,0.006,0.418,0.590,5.041,0.010,0.000,0.011,0.004,0.006,0.001,0.003,0.002,0.002,0.017,0.014,0.018,0.405,0.571,0.006
SS11-3,W,63.97,0.02,19.82,0.06,0.08,0.01,0.50,0.04,0.35,5.22,9.70,0.21,0.00,0.11,0.07,0.07,0.01,0.03,0.04,0.06,0.10,0.11,2.923,0.001,1.067,0.002,0.003,0.001,0.024,0.001,0.006,0.462,0.565,5.056,0.010,0.000,0.011,0.005,0.005,0.001,0.003,0.002,0.002,0.017,0.013,0.023,0.437,0.534,0.006
SS11-3,W,64.01,0.02,19.79,0.15,0.08,0.01,0.36,0.17,1.32,4.65,10.22,0.21,0.05,0.11,0.06,0.07,0.00,0.03,0.04,0.08,0.10,0.12,2.921,0.001,1.064,0.005,0.003,0.001,0.018,0.004,0.024,0.411,0.595,5.047,0.010,0.003,0.011,0.004,0.005,0.000,0.003,0.002,0.003,0.017,0.014,0.017,0.393,0.568,0.023
SS11-3,W,64.05,0.02,19.74,0.21,0.09,0.01,0.33,0.14,1.16,4.37,10.11,0.21,0.03,0.11,0.07,0.10,0.00,0.03,0.04,0.08,0.10,0.12,2.929,0.001,1.064,0.007,0.003,0.001,0.016,0.004,0.021,0.387,0.590,5.023,0.010,0.002,0.011,0.005,0.008,0.000,0.003,0.002,0.003,0.017,0.014,0.016,0.382,0.582,0.020
SS11-3,W,63.91,0.02,20.22,0.22,0.07,0.01,0.36,0.12,0.69,4.47,9.48,0.21,0.00,0.11,0.07,0.06,0.01,0.03,0.04,0.07,0.10,0.11,2.921,0.001,1.089,0.008,0.003,0.001,0.018,0.003,0.012,0.396,0.553,5.004,0.010,0.000,0.011,0.005,0.005,0.001,0.003,0.002,0.003,0.017,0.013,0.018,0.405,0.565,0.013
SS11-3,W,63.33,0.02,19.30,0.16,0.06,0.01,0.33,0.22,1.39,4.21,9.94,0.21,0.03,0.11,0.08,0.06,0.00,0.03,0.04,0.08,0.09,0.12,2.937,0.001,1.055,0.006,0.002,0.001,0.016,0.006,0.025,0.379,0.588,5.015,0.010,0.002,0.011,0.006,0.005,0.000,0.003,0.002,0.003,0.016,0.014,0.016,0.375,0.583,0.025
SS11-3,W,65.57,0.02,20.25,0.32,0.06,0.01,0.36,0.18,0.81,4.57,9.43,0.21,0.02,0.11,0.07,0.06,0.00,0.03,0.04,0.07,0.10,0.11,2.936,0.001,1.069,0.011,0.002,0.001,0.017,0.005,0.014,0.397,0.539,4.991,0.010,0.001,0.011,0.005,0.005,0.000,0.003,0.002,0.002,0.017,0.012,0.018,0.410,0.557,0.015
SS11-3,W,65.76,0.02,19.69,0.40,0.06,0.01,0.45,0.23,0.46,5.21,9.05,0.21,0.03,0.11,0.08,0.06,0.01,0.03,0.04,0.06,0.10,0.11,2.947,0.001,1.040,0.013,0.002,0.001,0.022,0.006,0.008,0.453,0.517,5.010,0.010,0.002,0.011,0.005,0.005,0.001,0.003,0.002,0.002,0.017,0.012,0.022,0.453,0.518,0.008
SS11-3,W,64.93,0.02,19.88,0.07,0.06,0.01,0.47,0.12,1.34,4.43,10.22,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.04,0.08,0.10,0.12,2.933,0.001,1.058,0.002,0.002,0.001,0.023,0.003,0.024,0.388,0.589,5.024,0.010,0.001,0.011,0.005,0.006,0.001,0.003,0.002,0.003,0.017,0.014,0.022,0.379,0.575,0.023
TL13-1,Null,64.71,0.02,19.54,0.18,0.05,0.01,0.17,0.04,0.55,3.01,12.83,0.21,0.03,0.11,0.06,0.04,0.01,0.02,0.03,0.06,0.08,0.13,2.945,0.001,1.048,0.006,0.002,0.001,0.008,0.001,0.010,0.266,0.745,5.032,0.010,0.002,0.011,0.004,0.003,0.001,0.002,0.002,0.002,0.014,0.015,0.008,0.258,0.724,0.010
TL13-1,Null,65.72,0.02,19.23,0.17,0.05,0.04,0.09,0.09,0.89,3.13,12.38,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.08,0.08,0.13,2.967,0.001,1.023,0.006,0.002,0.003,0.004,0.002,0.016,0.274,0.713,5.011,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.014,0.015,0.004,0.272,0.708,0.016
TL13-1,Null,65.23,0.02,19.42,0.06,0.05,0.03,0.13,0.04,1.12,2.64,12.58,0.21,0.03,0.11,0.06,0.06,0.02,0.02,0.03,0.08,0.08,0.13,2.962,0.001,1.039,0.002,0.002,0.002,0.006,0.001,0.020,0.232,0.729,4.997,0.010,0.002,0.011,0.004,0.005,0.003,0.002,0.002,0.003,0.014,0.015,0.006,0.235,0.738,0.020
TL13-1,Null,64.84,0.06,20.20,0.13,0.05,0.01,0.17,0.04,2.20,4.00,10.11,0.21,0.03,0.11,0.06,0.07,0.00,0.02,0.04,0.10,0.09,0.12,2.929,0.002,1.076,0.004,0.002,0.001,0.008,0.001,0.039,0.350,0.583,4.995,0.010,0.002,0.011,0.004,0.005,0.000,0.002,0.002,0.004,0.016,0.014,0.008,0.357,0.594,0.040
TL13-1,Null,64.93,0.02,19.74,0.06,0.05,0.01,0.20,0.04,2.20,4.12,9.96,0.21,0.03,0.11,0.06,0.05,0.00,0.02,0.04,0.10,0.09,0.11,2.945,0.001,1.055,0.002,0.002,0.001,0.010,0.001,0.039,0.362,0.576,4.995,0.010,0.002,0.011,0.004,0.004,0.000,0.002,0.002,0.004,0.016,0.013,0.010,0.367,0.584,0.040
TL13-1,Null,64.98,0.02,19.36,0.05,0.05,0.01,0.14,0.04,1.18,2.91,12.27,0.21,0.04,0.11,0.05,0.04,0.01,0.02,0.05,0.08,0.08,0.13,2.960,0.001,1.039,0.002,0.002,0.001,0.007,0.001,0.021,0.257,0.713,5.004,0.010,0.003,0.011,0.003,0.003,0.001,0.002,0.003,0.003,0.014,0.015,0.007,0.258,0.715,0.021
TL13-1,Null,64.21,0.06,19.85,0.15,0.05,0.01,0.23,0.04,3.30,3.95,9.88,0.21,0.03,0.11,0.06,0.05,0.00,0.03,0.03,0.12,0.09,0.11,2.927,0.002,1.066,0.005,0.002,0.001,0.011,0.001,0.059,0.349,0.574,4.997,0.010,0.002,0.011,0.004,0.004,0.000,0.003,0.002,0.004,0.016,0.013,0.011,0.351,0.578,0.059
TL13-1,Null,65.20,0.02,19.61,0.05,0.05,0.01,0.22,0.04,2.12,3.88,9.97,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.03,0.10,0.09,0.12,2.957,0.001,1.048,0.002,0.002,0.001,0.011,0.001,0.038,0.341,0.577,4.977,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.004,0.016,0.014,0.011,0.353,0.597,0.039
TL13-1,Null,65.29,0.02,19.45,0.19,0.05,0.01,0.18,0.04,1.66,4.34,10.45,0.21,0.03,0.11,0.06,0.05,0.00,0.02,0.03,0.09,0.10,0.12,2.951,0.001,1.036,0.006,0.002,0.001,0.009,0.001,0.029,0.380,0.602,5.019,0.010,0.002,0.011,0.004,0.004,0.000,0.002,0.002,0.003,0.017,0.014,0.009,0.373,0.590,0.029
TR13-1,Null,63.73,0.02,19.07,0.08,0.07,0.01,0.14,0.04,1.45,3.64,11.72,0.21,0.02,0.11,0.08,0.07,0.00,0.02,0.04,0.09,0.09,0.13,2.945,0.001,1.039,0.003,0.003,0.001,0.007,0.001,0.026,0.326,0.691,5.042,0.010,0.001,0.011,0.006,0.005,0.000,0.002,0.002,0.003,0.016,0.015,0.007,0.311,0.658,0.025
TR13-1,Null,64.37,0.02,19.19,0.07,0.07,0.01,0.31,0.04,0.69,4.82,8.90,0.21,0.02,0.11,0.07,0.06,0.01,0.03,0.04,0.07,0.10,0.11,2.963,0.001,1.041,0.002,0.003,0.001,0.015,0.001,0.012,0.430,0.523,4.991,0.010,0.001,0.011,0.005,0.005,0.001,0.003,0.002,0.003,0.018,0.013,0.016,0.439,0.533,0.013
TR13-1,Null,61.87,0.02,19.35,0.08,0.07,0.01,0.25,0.42,1.76,3.09,12.15,0.21,0.03,0.11,0.07,0.06,0.00,0.03,0.04,0.09,0.08,0.13,2.910,0.001,1.073,0.003,0.003,0.001,0.013,0.011,0.032,0.282,0.729,5.057,0.010,0.002,0.011,0.005,0.005,0.000,0.003,0.002,0.003,0.014,0.015,0.012,0.267,0.690,0.031
TR13-1,Null,62.64,0.02,19.54,0.06,0.05,0.01,0.12,0.04,1.56,3.40,11.90,0.21,0.03,0.11,0.05,0.05,0.01,0.02,0.03,0.09,0.09,0.13,2.920,0.001,1.073,0.002,0.002,0.001,0.006,0.001,0.028,0.307,0.708,5.049,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.016,0.015,0.006,0.293,0.674,0.027
TR13-1,Null,64.78,0.02,19.93,0.06,0.05,0.01,0.30,0.04,0.76,5.47,9.12,0.21,0.03,0.11,0.06,0.00,0.00,0.03,0.03,0.07,0.11,0.11,2.933,0.001,1.063,0.002,0.002,0.001,0.015,0.001,0.013,0.480,0.527,5.037,0.010,0.002,0.011,0.004,0.000,0.000,0.003,0.002,0.002,0.019,0.013,0.014,0.464,0.509,0.013
