Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,Total,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,sTotal,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,sTotal,An,Ab,Or,Cn,sAn,sAb,sOr,sCn
NV13-1,MCZl,63.18,0,19.63,0,0,0,0.09,0.09,1.57,2.89,12.14,99.59,0.21,0.03,0.11,0.05,0.05,0,0.02,0.04,0.09,0.08,0.13,0.31,2.932,0,1.074,0,0,0,0.004,0.002,0.029,0.26,0.719,5.02,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.004,0.257,0.71,0.028,0.002,0.011,0.011,0.003
NV13-1,MCZl,63.35,0,19.24,0,0,0,0.08,0,1.51,2.53,12.49,99.2,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.09,0.08,0.13,0.31,2.95,0,1.056,0,0,0,0.004,0,0.028,0.228,0.742,5.007,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.016,0.03,0.004,0.228,0.741,0.028,0.002,0.011,0.011,0.003
NV13-1,MCZl,63.13,0,19.44,0,0,0,0.08,0.13,1.12,3.17,12.77,99.84,0.21,0.03,0.11,0.06,0.05,0,0.02,0.04,0.08,0.08,0.13,0.31,2.929,0,1.063,0,0,0,0.004,0.003,0.02,0.285,0.756,5.06,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.015,0.016,0.03,0.004,0.268,0.709,0.019,0.002,0.011,0.011,0.003
NV13-1,MCZl,61.45,0.07,19.66,0.2,0,0,0.12,0,1.37,3.27,12.44,98.58,0.21,0.03,0.11,0.06,0.06,0,0.02,0.04,0.09,0.08,0.13,0.31,2.896,0.002,1.092,0.007,0,0,0.006,0,0.025,0.299,0.748,5.075,0.01,0.002,0.011,0.004,0,0,0.002,0,0.003,0.015,0.016,0.03,0.006,0.277,0.694,0.023,0.002,0.011,0.011,0.003
SS11-3,W,64.2,0,19.18,0.28,0,0,0.3,0,0.93,4.15,10.46,99.5,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.04,0.07,0.09,0.12,0.31,2.952,0,1.039,0.01,0,0,0.015,0,0.017,0.37,0.613,5.016,0.01,0,0.011,0.005,0,0,0.003,0,0.003,0.016,0.014,0.03,0.015,0.364,0.604,0.017,0.003,0.011,0.011,0.003
SS11-3,W,63.96,0.05,19.97,0.17,0,0.02,0.33,0.15,1.32,4.57,10.33,100.87,0.21,0.02,0.11,0.06,0.09,0.01,0.03,0.04,0.08,0.1,0.12,0.32,2.916,0.002,1.073,0.006,0,0.001,0.016,0.004,0.024,0.404,0.601,5.046,0.01,0.002,0.011,0.004,0,0.001,0.003,0.002,0.003,0.017,0.014,0.03,0.015,0.387,0.575,0.023,0.003,0.011,0.011,0.003
SS11-3,W,64.92,0,19.45,0.19,0,0,0.35,0,0.31,4.43,10.18,99.83,0.21,0.03,0.11,0.06,0.08,0.01,0.03,0.04,0.06,0.1,0.12,0.31,2.956,0,1.044,0.007,0,0,0.017,0,0.006,0.391,0.591,5.01,0.01,0,0.011,0.004,0,0,0.003,0,0.002,0.017,0.013,0.03,0.017,0.389,0.588,0.006,0.003,0.012,0.011,0.002
SS11-3,W,62.71,0,19.73,0.25,0,0,0.35,0.08,0.62,4.23,10.82,98.79,0.21,0.03,0.11,0.07,0.09,0,0.03,0.04,0.07,0.09,0.12,0.32,2.913,0,1.08,0.009,0,0,0.017,0.002,0.011,0.381,0.641,5.054,0.01,0,0.011,0.005,0,0,0.003,0.002,0.002,0.017,0.014,0.03,0.017,0.363,0.61,0.011,0.003,0.011,0.011,0.002
SS11-3,W,64.31,0,19.92,0.29,0,0,0.33,0,0.31,4.56,10.68,100.4,0.21,0,0.11,0.07,0.07,0,0.03,0.04,0.06,0.1,0.12,0.31,2.925,0,1.068,0.01,0,0,0.016,0,0.006,0.402,0.62,5.047,0.01,0,0.011,0.005,0,0,0.003,0,0.002,0.017,0.014,0.03,0.015,0.385,0.594,0.005,0.003,0.011,0.011,0.002
SS11-3,W,63.87,0,19.69,0.28,0,0,0.32,0.17,1.08,5.08,10.1,100.59,0.21,0.03,0.11,0.06,0.07,0.01,0.03,0.04,0.08,0.1,0.12,0.31,2.918,0,1.06,0.01,0,0,0.016,0.005,0.019,0.45,0.589,5.066,0.01,0,0.011,0.004,0,0,0.003,0.002,0.003,0.018,0.013,0.03,0.015,0.419,0.548,0.018,0.003,0.011,0.011,0.003
SS11-3,W,64.05,0,19.73,0.4,0,0,0.31,0.19,1.16,4.47,10.07,100.38,0.21,0.03,0.11,0.07,0.09,0.01,0.03,0.04,0.08,0.1,0.12,0.32,2.927,0,1.062,0.014,0,0,0.015,0.005,0.021,0.396,0.587,5.027,0.01,0,0.011,0.005,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.015,0.389,0.576,0.02,0.003,0.011,0.011,0.003
SS11-3,W,63.25,0,19.77,0.19,0.2,0,0.55,0.34,1.18,4.36,9.29,99.13,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.04,0.08,0.1,0.11,0.32,2.921,0,1.076,0.007,0.008,0,0.027,0.009,0.021,0.39,0.547,5.007,0.01,0,0.011,0.005,0.006,0,0.003,0.002,0.003,0.017,0.013,0.03,0.028,0.396,0.555,0.022,0.003,0.012,0.011,0.003
SS11-3,W,63.15,0.07,20.3,0.3,0,0,0.46,0.28,1.62,4.56,9.74,100.48,0.21,0.03,0.11,0.06,0.14,0.01,0.03,0.04,0.09,0.1,0.11,0.34,2.894,0.002,1.096,0.01,0,0,0.023,0.007,0.029,0.405,0.569,5.037,0.01,0.002,0.011,0.004,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.022,0.395,0.555,0.028,0.003,0.011,0.011,0.003
SS11-3,W,63.3,0,19.78,0,0,0,0.45,0.15,0.87,4.64,9.85,99.04,0.21,0,0.11,0.07,0.07,0,0.03,0.04,0.07,0.1,0.11,0.31,2.923,0,1.076,0,0,0,0.022,0.004,0.016,0.415,0.58,5.037,0.009,0,0.011,0,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.022,0.402,0.561,0.015,0.003,0.011,0.011,0.003
SS11-3,W,64.32,0.06,19.9,0,0,0,0.4,0.08,0.69,5.15,9.32,99.92,0.21,0.03,0.11,0.07,0.14,0,0.03,0.04,0.07,0.1,0.11,0.33,2.93,0.002,1.068,0,0,0,0.02,0.002,0.012,0.455,0.542,5.032,0.009,0.002,0.011,0,0,0,0.003,0.002,0.002,0.018,0.013,0.03,0.019,0.442,0.527,0.012,0.003,0.011,0.011,0.002
SS11-3,W,63.87,0,19.39,0.23,0,0,0.39,0.13,0.69,5.38,8.96,99.04,0.21,0.02,0.11,0.07,0.08,0.02,0.03,0.04,0.07,0.11,0.11,0.31,2.937,0,1.051,0.008,0,0,0.019,0.003,0.012,0.48,0.526,5.036,0.01,0,0.011,0.005,0,0,0.003,0.002,0.002,0.018,0.013,0.03,0.019,0.463,0.507,0.012,0.003,0.011,0.011,0.002
SS11-3,W,64.1,0,19.51,0.36,0,0,0.38,0,0.45,5.19,9.21,99.2,0.21,0.02,0.11,0.07,0.07,0,0.03,0.04,0.06,0.1,0.11,0.31,2.937,0,1.054,0.012,0,0,0.019,0,0.008,0.461,0.538,5.029,0.01,0,0.011,0.005,0,0,0.003,0,0.002,0.018,0.013,0.03,0.018,0.449,0.525,0.008,0.003,0.011,0.011,0.002
SS11-3,W,63.76,0,20.15,0,0,0,0.54,0.1,0.85,5.79,8.63,99.82,0.21,0.02,0.11,0.07,0.08,0,0.03,0.04,0.07,0.11,0.11,0.32,2.911,0,1.084,0,0,0,0.026,0.003,0.015,0.512,0.503,5.054,0.01,0,0.011,0,0,0,0.003,0.002,0.003,0.019,0.012,0.03,0.025,0.485,0.476,0.014,0.003,0.011,0.011,0.003
SS11-3,W,63.84,0,20.26,0.26,0,0,0.41,0.12,0.63,4.7,9.23,99.45,0.21,0.02,0.11,0.07,0.08,0.02,0.03,0.04,0.07,0.1,0.11,0.31,2.919,0,1.092,0.009,0,0,0.02,0.003,0.011,0.417,0.538,5.009,0.01,0,0.011,0.005,0,0,0.003,0.002,0.002,0.017,0.013,0.03,0.02,0.422,0.546,0.011,0.003,0.012,0.011,0.002
SS11-3,W,64.08,0,19.99,0.2,0,0,0.39,0,0.35,4.73,10.14,99.88,0.21,0,0.11,0.06,0.08,0.01,0.03,0.03,0.06,0.1,0.12,0.31,2.924,0,1.075,0.007,0,0,0.019,0,0.006,0.418,0.59,5.04,0.01,0,0.011,0.004,0,0,0.003,0,0.002,0.017,0.013,0.03,0.018,0.405,0.571,0.006,0.003,0.011,0.011,0.002
SS11-3,W,63.97,0,19.82,0,0,0,0.5,0,0.35,5.22,9.7,99.56,0.21,0,0.11,0.07,0.07,0.01,0.03,0.04,0.06,0.1,0.11,0.31,2.926,0,1.068,0,0,0,0.025,0,0.006,0.463,0.566,5.054,0.009,0,0.011,0,0,0,0.003,0,0.002,0.018,0.013,0.03,0.023,0.437,0.534,0.006,0.003,0.011,0.011,0.002
SS11-3,W,64.01,0,19.79,0.15,0,0,0.36,0.17,1.32,4.65,10.22,100.67,0.21,0.05,0.11,0.06,0.07,0,0.03,0.04,0.08,0.1,0.12,0.32,2.923,0,1.065,0.005,0,0,0.018,0.005,0.024,0.412,0.595,5.046,0.01,0,0.011,0.004,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.017,0.393,0.568,0.023,0.003,0.011,0.011,0.003
SS11-3,W,64.05,0,19.74,0.21,0,0,0.33,0.14,1.16,4.37,10.11,100.11,0.21,0.03,0.11,0.07,0.1,0,0.03,0.04,0.08,0.1,0.12,0.32,2.931,0,1.065,0.007,0,0,0.016,0.004,0.021,0.388,0.59,5.022,0.01,0,0.011,0.005,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.016,0.382,0.582,0.02,0.003,0.012,0.011,0.003
SS11-3,W,63.91,0,20.22,0.22,0,0,0.36,0.12,0.69,4.47,9.48,99.47,0.21,0,0.11,0.07,0.06,0.01,0.03,0.04,0.07,0.1,0.11,0.31,2.923,0,1.09,0.008,0,0,0.018,0.003,0.012,0.396,0.553,5.003,0.01,0,0.011,0.005,0,0,0.003,0.002,0.002,0.017,0.013,0.03,0.018,0.405,0.565,0.013,0.003,0.012,0.012,0.002
SS11-3,W,63.33,0,19.3,0.16,0,0,0.33,0.22,1.39,4.21,9.94,98.88,0.21,0.03,0.11,0.08,0.06,0,0.03,0.04,0.08,0.09,0.12,0.31,2.939,0,1.055,0.006,0,0,0.016,0.006,0.025,0.379,0.588,5.014,0.01,0,0.011,0.005,0,0,0.003,0.002,0.003,0.017,0.014,0.03,0.016,0.375,0.583,0.025,0.003,0.012,0.012,0.003
SS11-3,W,65.57,0,20.25,0.32,0,0,0.36,0.18,0.81,4.57,9.43,101.49,0.21,0.02,0.11,0.07,0.06,0,0.03,0.04,0.07,0.1,0.11,0.31,2.938,0,1.069,0.011,0,0,0.017,0.005,0.014,0.397,0.539,4.99,0.01,0,0.011,0.005,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.018,0.41,0.557,0.015,0.003,0.012,0.012,0.003
SS11-3,W,65.76,0,19.69,0.4,0,0,0.45,0.23,0.46,5.21,9.05,101.25,0.21,0.03,0.11,0.08,0.06,0.01,0.03,0.04,0.06,0.1,0.11,0.31,2.949,0,1.041,0.013,0,0,0.022,0.006,0.008,0.453,0.518,5.009,0.01,0,0.011,0.005,0,0,0.003,0.002,0.002,0.018,0.013,0.03,0.022,0.453,0.518,0.008,0.003,0.012,0.011,0.002
SS11-3,W,64.93,0,19.88,0,0,0,0.47,0.12,1.34,4.43,10.22,101.39,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.04,0.08,0.1,0.12,0.32,2.936,0,1.059,0,0,0,0.023,0.003,0.024,0.388,0.59,5.023,0.009,0,0.011,0,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.022,0.379,0.575,0.023,0.003,0.011,0.011,0.003
TL13-1,Null,64.71,0,19.54,0.18,0,0,0.17,0,0.55,3.01,12.83,100.99,0.21,0.03,0.11,0.06,0.04,0.01,0.02,0.03,0.06,0.08,0.13,0.3,2.947,0,1.049,0.006,0,0,0.008,0,0.01,0.266,0.745,5.031,0.009,0,0.011,0.004,0,0,0.002,0,0.002,0.014,0.015,0.03,0.008,0.258,0.724,0.01,0.002,0.011,0.011,0.002
TL13-1,Null,65.72,0,19.23,0.17,0,0.04,0.09,0.09,0.89,3.13,12.38,101.74,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.969,0,1.024,0.006,0,0.003,0.004,0.002,0.016,0.274,0.713,5.01,0.009,0,0.011,0.004,0,0.002,0.002,0.002,0.003,0.014,0.015,0.03,0.004,0.272,0.708,0.016,0.002,0.011,0.011,0.003
TL13-1,Null,65.23,0,19.42,0,0,0.03,0.13,0,1.12,2.64,12.58,101.15,0.21,0.03,0.11,0.06,0.06,0.02,0.02,0.03,0.08,0.08,0.13,0.31,2.965,0,1.04,0,0,0.002,0.006,0,0.02,0.233,0.729,4.996,0.009,0,0.011,0,0,0.002,0.002,0,0.003,0.013,0.015,0.02,0.006,0.235,0.738,0.02,0.002,0.011,0.011,0.003
TL13-1,Null,64.84,0.06,20.2,0.13,0,0,0.17,0,2.2,4,10.11,101.71,0.21,0.03,0.11,0.06,0.07,0,0.02,0.04,0.1,0.09,0.12,0.32,2.931,0.002,1.076,0.004,0,0,0.008,0,0.039,0.351,0.583,4.994,0.01,0.002,0.011,0.004,0,0,0.002,0,0.003,0.016,0.013,0.03,0.008,0.357,0.594,0.04,0.002,0.012,0.011,0.003
TL13-1,Null,64.93,0,19.74,0,0,0,0.2,0,2.2,4.12,9.96,101.15,0.21,0.03,0.11,0.06,0.05,0,0.02,0.04,0.1,0.09,0.11,0.31,2.948,0,1.056,0,0,0,0.01,0,0.039,0.363,0.577,4.993,0.009,0,0.011,0,0,0,0.002,0,0.004,0.016,0.013,0.03,0.01,0.367,0.584,0.04,0.002,0.011,0.011,0.004
TL13-1,Null,64.98,0,19.36,0,0,0,0.14,0,1.18,2.91,12.27,100.84,0.21,0.04,0.11,0.05,0.04,0.01,0.02,0.05,0.08,0.08,0.13,0.31,2.963,0,1.04,0,0,0,0.007,0,0.021,0.257,0.714,5.002,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.258,0.715,0.021,0.002,0.011,0.011,0.003
TL13-1,Null,64.21,0.06,19.85,0.15,0,0,0.23,0,3.3,3.95,9.88,101.63,0.21,0.03,0.11,0.06,0.05,0,0.03,0.03,0.12,0.09,0.11,0.32,2.928,0.002,1.067,0.005,0,0,0.011,0,0.059,0.349,0.575,4.996,0.01,0.002,0.011,0.004,0,0,0.003,0,0.004,0.016,0.013,0.03,0.011,0.351,0.578,0.059,0.003,0.012,0.011,0.004
TL13-1,Null,65.2,0,19.61,0,0,0,0.22,0,2.12,3.88,9.97,101,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.03,0.1,0.09,0.12,0.31,2.959,0,1.049,0,0,0,0.011,0,0.038,0.341,0.577,4.975,0.009,0,0.011,0,0,0,0.002,0,0.003,0.016,0.013,0.03,0.011,0.353,0.597,0.039,0.002,0.012,0.011,0.003
TL13-1,Null,65.29,0,19.45,0.19,0,0,0.18,0,1.66,4.34,10.45,101.56,0.21,0.03,0.11,0.06,0.05,0,0.02,0.03,0.09,0.1,0.12,0.31,2.953,0,1.037,0.006,0,0,0.009,0,0.029,0.381,0.603,5.017,0.01,0,0.011,0.004,0,0,0.002,0,0.003,0.017,0.013,0.03,0.009,0.373,0.59,0.029,0.002,0.012,0.011,0.003
TR13-1,Null,63.73,0,19.07,0,0,0,0.14,0,1.45,3.64,11.72,99.75,0.21,0.02,0.11,0.08,0.07,0,0.02,0.04,0.09,0.09,0.13,0.32,2.949,0,1.04,0,0,0,0.007,0,0.026,0.327,0.692,5.04,0.009,0,0.011,0,0,0,0.002,0,0.003,0.016,0.015,0.03,0.007,0.311,0.658,0.025,0.002,0.011,0.011,0.003
TR13-1,Null,64.37,0,19.19,0,0,0,0.31,0,0.69,4.82,8.9,98.28,0.21,0.02,0.11,0.07,0.06,0.01,0.03,0.04,0.07,0.1,0.11,0.31,2.966,0,1.042,0,0,0,0.015,0,0.012,0.431,0.523,4.99,0.009,0,0.011,0,0,0,0.003,0,0.002,0.018,0.013,0.03,0.016,0.439,0.533,0.013,0.003,0.012,0.012,0.002
TR13-1,Null,61.87,0,19.35,0,0,0,0.25,0.42,1.76,3.09,12.15,98.89,0.21,0.03,0.11,0.07,0.06,0,0.03,0.04,0.09,0.08,0.13,0.32,2.913,0,1.074,0,0,0,0.013,0.011,0.032,0.282,0.73,5.056,0.01,0,0.011,0,0,0,0.003,0.002,0.003,0.015,0.016,0.03,0.012,0.267,0.69,0.031,0.003,0.011,0.011,0.003
TR13-1,Null,62.64,0,19.54,0,0,0,0.12,0,1.56,3.4,11.9,99.16,0.21,0.03,0.11,0.05,0.05,0.01,0.02,0.03,0.09,0.09,0.13,0.31,2.923,0,1.075,0,0,0,0.006,0,0.029,0.308,0.708,5.048,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.015,0.03,0.006,0.293,0.674,0.027,0.002,0.011,0.011,0.003
TR13-1,Null,64.78,0,19.93,0,0,0,0.3,0,0.76,5.47,9.12,100.36,0.21,0.03,0.11,0.06,0,0,0.03,0.03,0.07,0.11,0.11,0.3,2.936,0,1.064,0,0,0,0.015,0,0.013,0.481,0.527,5.036,0.009,0,0.011,0,0,0,0.003,0,0.003,0.019,0.013,0.03,0.014,0.464,0.509,0.013,0.003,0.012,0.011,0.003
TR13-1,Null,62.76,0.06,19.65,0,0,0,0.29,0.36,1.89,2.58,12.47,100.06,0.21,0.03,0.11,0.06,0.05,0.01,0.03,0.04,0.1,0.08,0.13,0.31,2.918,0.002,1.077,0,0,0,0.014,0.01,0.034,0.233,0.74,5.028,0.01,0.002,0.011,0,0,0,0.003,0.002,0.003,0.014,0.016,0.03,0.014,0.228,0.724,0.034,0.003,0.011,0.011,0.003
TR13-1,Null,62.8,0,19.76,0,0,0,0.25,0,3.42,3.67,9.71,99.61,0.21,0.03,0.11,0.05,0.05,0.01,0.03,0.03,0.12,0.09,0.12,0.32,2.923,0,1.084,0,0,0,0.012,0,0.062,0.331,0.576,4.989,0.01,0,0.011,0,0,0,0.003,0,0.004,0.016,0.014,0.03,0.013,0.337,0.587,0.063,0.003,0.012,0.012,0.004
TR13-1,Null,63.48,0,20.35,0,0,0,0.17,0,3.88,3.91,9.88,101.67,0.21,0.03,0.11,0.06,0,0.01,0.02,0.04,0.12,0.09,0.11,0.32,2.906,0,1.098,0,0,0,0.008,0,0.07,0.347,0.577,5.007,0.01,0,0.011,0,0,0,0.002,0,0.004,0.016,0.013,0.03,0.008,0.346,0.576,0.069,0.002,0.011,0.011,0.004
TR13-1,Null,64.77,0,19.39,0.15,0,0,0.15,0,1.2,3.89,11.64,101.19,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.03,0.08,0.09,0.12,0.31,2.947,0,1.04,0.005,0,0,0.007,0,0.021,0.343,0.676,5.04,0.01,0,0.011,0.004,0,0,0.002,0,0.003,0.016,0.014,0.03,0.007,0.328,0.645,0.02,0.002,0.011,0.011,0.003
TR13-1,Null,64.46,0,19.71,0,0,0,0.15,0,2.59,4.02,9.8,100.73,0.21,0.02,0.11,0.05,0.05,0.02,0.02,0.04,0.11,0.09,0.11,0.31,2.945,0,1.061,0,0,0,0.007,0,0.046,0.356,0.571,4.988,0.009,0,0.011,0,0,0,0.002,0,0.004,0.016,0.013,0.03,0.007,0.363,0.582,0.047,0.002,0.012,0.011,0.004
TR13-1,Null,64.8,0,19.84,0,0,0,0.15,0,1.81,3.12,11.35,101.07,0.21,0,0.11,0.06,0,0.02,0.02,0.03,0.09,0.08,0.12,0.31,2.949,0,1.064,0,0,0,0.007,0,0.032,0.275,0.659,4.986,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.014,0.02,0.008,0.283,0.677,0.033,0.002,0.011,0.011,0.003
TR13-1,Null,65.77,0,18.71,0,0,0,0.15,0,0,3.05,12.84,100.52,0.21,0,0.11,0.07,0.05,0.01,0.02,0.03,0,0.08,0.13,0.3,2.991,0,1.003,0,0,0,0.007,0,0,0.269,0.745,5.015,0.009,0,0.011,0,0,0,0.002,0,0,0.014,0.015,0.03,0.007,0.263,0.729,0,0.002,0.011,0.011,0
TR13-1,Null,65.98,0,19.44,0,0,0,0.18,0,1.83,3.86,10.14,101.43,0.21,0.03,0.11,0.05,0.05,0.01,0.02,0.04,0.09,0.09,0.12,0.31,2.975,0,1.033,0,0,0,0.009,0,0.032,0.337,0.583,4.969,0.009,0,0.011,0,0,0,0.002,0,0.003,0.016,0.013,0.03,0.009,0.351,0.606,0.034,0.002,0.012,0.012,0.003
TR13-1,Null,60.76,0,20.19,0,0,0,0.19,0,3.16,4.04,10.11,98.45,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.03,0.11,0.09,0.12,0.32,2.876,0,1.126,0,0,0,0.01,0,0.059,0.371,0.61,5.052,0.01,0,0.012,0,0,0,0.002,0,0.004,0.017,0.014,0.03,0.009,0.353,0.582,0.056,0.002,0.012,0.011,0.004
TR13-1,Null,63.92,0,20.67,0,0,0,0.25,0,3.01,3.79,9.53,101.17,0.21,0.02,0.11,0.06,0.04,0,0.03,0.03,0.11,0.09,0.11,0.31,2.912,0,1.11,0,0,0,0.012,0,0.054,0.335,0.554,4.977,0.009,0,0.011,0,0,0,0.003,0,0.004,0.016,0.013,0.03,0.013,0.351,0.58,0.056,0.003,0.012,0.012,0.004
TR13-1,Null,62.5,0.05,20.78,0,0,0,0.21,0,2.69,4,9.88,100.11,0.21,0.02,0.11,0.06,0,0,0.02,0.03,0.11,0.09,0.11,0.31,2.886,0.002,1.131,0,0,0,0.01,0,0.049,0.358,0.582,5.017,0.01,0.002,0.011,0,0,0,0.002,0,0.004,0.016,0.013,0.03,0.01,0.358,0.582,0.049,0.002,0.011,0.011,0.004
TR13-1,Null,64.86,0,20.1,0,0,0,0.25,0,1.64,4.19,10.07,101.11,0.21,0.03,0.11,0.05,0.04,0.01,0.03,0.03,0.09,0.09,0.12,0.31,2.937,0,1.073,0,0,0,0.012,0,0.029,0.368,0.582,5.001,0.009,0,0.011,0,0,0,0.002,0,0.003,0.016,0.013,0.03,0.012,0.371,0.587,0.029,0.002,0.011,0.011,0.003
TR13-1,Null,62.66,0,20.35,0.17,0,0,0.29,0,3.56,3.8,9.46,100.29,0.21,0.03,0.11,0.06,0.05,0.02,0.03,0.04,0.12,0.09,0.11,0.32,2.899,0,1.11,0.006,0,0,0.014,0,0.065,0.341,0.558,4.993,0.01,0,0.011,0.004,0,0,0.003,0,0.004,0.016,0.013,0.03,0.015,0.348,0.571,0.066,0.003,0.012,0.011,0.004
TR13-1,Null,64.73,0.08,20.11,0.2,0,0,0.35,0,1.07,5.46,9.12,101.12,0.21,0.03,0.11,0.06,0.04,0.01,0.03,0.03,0.08,0.11,0.11,0.31,2.921,0.003,1.07,0.007,0,0,0.017,0,0.019,0.478,0.525,5.039,0.01,0.002,0.011,0.004,0,0,0.003,0,0.003,0.018,0.013,0.03,0.016,0.46,0.506,0.018,0.003,0.011,0.011,0.003
TR13-1,Null,64.37,0,20.01,0,0,0,0.21,0,2.07,4.31,10,100.97,0.21,0.03,0.11,0.05,0.04,0.02,0.02,0.03,0.1,0.1,0.12,0.31,2.931,0,1.074,0,0,0,0.01,0,0.037,0.38,0.581,5.013,0.009,0,0.011,0,0,0,0.002,0,0.003,0.017,0.013,0.03,0.01,0.377,0.576,0.037,0.002,0.012,0.011,0.003
TR13-1,Null,63.51,0,20.62,0,0.1,0,0.2,0,3.25,3.77,9.45,100.9,0.21,0.03,0.11,0.07,0.04,0.01,0.02,0.03,0.12,0.09,0.11,0.32,2.908,0,1.113,0,0.004,0,0.01,0,0.058,0.335,0.552,4.979,0.01,0,0.011,0,0.003,0,0.002,0,0.004,0.016,0.013,0.03,0.01,0.351,0.578,0.061,0.002,0.012,0.012,0.004
TR13-1,Null,62.35,0,20.1,0,0,0,0.22,0,3.11,2.96,10.86,99.6,0.21,0.02,0.11,0.06,0.05,0,0.02,0.04,0.11,0.08,0.12,0.32,2.909,0,1.105,0,0,0,0.011,0,0.057,0.268,0.646,4.996,0.01,0,0.011,0,0,0,0.002,0,0.004,0.014,0.014,0.03,0.011,0.273,0.658,0.058,0.002,0.011,0.011,0.004
TR13-1,Null,64.25,0,19.64,0,0,0,0.19,0,2.12,3.64,10.28,100.12,0.21,0.03,0.11,0.06,0.04,0,0.02,0.03,0.1,0.09,0.12,0.31,2.948,0,1.062,0,0,0,0.009,0,0.038,0.324,0.602,4.983,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.014,0.03,0.01,0.333,0.618,0.039,0.002,0.011,0.011,0.003
TR13-1,Null,63.5,0,19.53,0,0,0,0.18,0,2.07,3.95,10.46,99.69,0.21,0.03,0.11,0.07,0,0.01,0.02,0.03,0.1,0.09,0.12,0.31,2.936,0,1.064,0,0,0,0.009,0,0.038,0.354,0.617,5.017,0.009,0,0.011,0,0,0,0.002,0,0.004,0.016,0.014,0.03,0.009,0.348,0.606,0.037,0.002,0.011,0.011,0.004
TR13-1,Null,65.89,0,19.76,0,0.12,0,0.31,0,0.54,5.67,9.15,101.44,0.21,0.02,0.11,0.06,0.05,0.01,0.03,0.03,0.07,0.11,0.11,0.31,2.95,0,1.043,0,0.005,0,0.015,0,0.009,0.492,0.523,5.036,0.009,0,0.011,0,0.003,0,0.002,0,0.002,0.018,0.013,0.03,0.014,0.474,0.503,0.009,0.002,0.011,0.011,0.002
TR13-2,Null,65.51,0.06,19.65,0.17,0,0,0.15,0.13,1.25,2.99,11.8,101.71,0.21,0.03,0.11,0.07,0.06,0,0.02,0.04,0.08,0.08,0.13,0.31,2.958,0.002,1.046,0.006,0,0,0.007,0.003,0.022,0.262,0.68,4.985,0.01,0.002,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.014,0.03,0.007,0.27,0.7,0.023,0.002,0.011,0.011,0.003
TR13-2,Null,65.03,0,19.54,0.15,0,0,0.14,0.12,0.61,3.29,12.31,101.19,0.21,0.02,0.11,0.07,0.05,0.01,0.02,0.04,0.07,0.08,0.13,0.31,2.951,0,1.045,0.005,0,0,0.007,0.003,0.011,0.289,0.713,5.025,0.01,0,0.011,0.005,0,0,0.002,0.002,0.002,0.015,0.015,0.03,0.007,0.284,0.699,0.011,0.002,0.011,0.011,0.002
TR13-2,Null,65.41,0,20.16,0,0,0,0.47,0,2.57,4.92,8.1,101.63,0.21,0.03,0.11,0.07,0,0.02,0.03,0.04,0.11,0.1,0.1,0.32,2.941,0,1.068,0,0,0,0.023,0,0.045,0.429,0.465,4.971,0.009,0,0.011,0,0,0,0.003,0,0.004,0.017,0.012,0.03,0.024,0.446,0.483,0.047,0.003,0.012,0.011,0.004
TR13-2,Null,64.22,0,18.76,0,0,0,0.16,0.08,0.81,3.75,10.53,98.31,0.21,0,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.09,0.12,0.3,2.979,0,1.025,0,0,0,0.008,0.002,0.015,0.337,0.623,4.989,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.016,0.014,0.03,0.008,0.343,0.634,0.015,0.002,0.012,0.012,0.003
