Sample,Coal,SiO2,TiO2,Al2O3,Y2O3,Ce2O3,Fe2O3,CaO,P2O5,Nb2O5,Ta2O5,Total,sSiO2,sTiO2,sAl2O3,sY2O3,sCe2O3,sFe2O3,sCaO,sP2O5,sNb2O5,sTa2O5,sTotal,Si,Ti,Al,Y,Ce,Fe3,Ca,P,Nb,Ta,Sum,sSi,sTi,sAl,sY,sCe,sFe3,sCa,sP,sNb,sTa,sSum,Ce+Y,Al,Fe3,sCe+Y,sAl,sFe3
JC13-2,Y,28.88,38.9,1.31,0.1,0.2,0.85,27.75,0.17,0.03,0,98.19,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.02,0.02,0.05,0.24,0.964,0.976,0.052,0.002,0.002,0.021,0.992,0.005,0,0,3.014,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0,0,0.012,0.056,0.668,0.275,0.011,0.015,0.014
JC13-2,Y,29,38.1,1.31,0.21,0.32,1.61,27.35,0,0.24,0,98.14,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.971,0.959,0.051,0.004,0.004,0.041,0.981,0,0.004,0,3.014,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.077,0.516,0.407,0.009,0.011,0.012
JC13-4,Y,29.09,37.12,1.8,0.26,0.14,1.77,27.27,0,0.1,0,97.55,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.977,0.938,0.071,0.005,0.002,0.045,0.982,0,0.002,0,3.021,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.052,0.584,0.365,0.008,0.011,0.01
JC13-4,Y,28.73,37.67,1.67,0.25,0.34,1.86,27.47,0.05,0.12,0,98.17,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.963,0.949,0.066,0.005,0.004,0.047,0.986,0.001,0.002,0,3.023,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.072,0.543,0.386,0.008,0.01,0.01
JC13-4,Y,29.34,37.42,1.82,0.22,0.3,2.04,27.08,0.05,0.1,0,98.36,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.978,0.938,0.072,0.004,0.004,0.051,0.967,0.001,0.002,0,3.015,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.058,0.55,0.392,0.007,0.01,0.01
JC13-4,Y,29.5,37.23,1.65,0.24,0.19,1.74,27.13,0.05,0.12,0,97.86,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.987,0.936,0.065,0.004,0.002,0.044,0.972,0.001,0.002,0,3.014,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.058,0.563,0.38,0.008,0.011,0.011
JC13-4,Y,28.46,37.05,1.71,0.22,0.25,1.73,27.47,0.03,0.12,0,97.05,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.964,0.944,0.068,0.004,0.003,0.044,0.997,0.001,0.002,0,3.028,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.059,0.572,0.369,0.008,0.011,0.01
JC13-4,Y,28.05,36.16,1.68,0.21,0.35,1.78,27.24,0.04,0.12,0,95.64,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.966,0.936,0.068,0.004,0.004,0.046,1.005,0.001,0.002,0,3.032,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.068,0.557,0.376,0.008,0.01,0.01
JC13-4,Y,28.76,37.05,1.67,0.21,0.27,1.71,27.27,0.04,0.09,0,97.07,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.973,0.942,0.067,0.004,0.003,0.044,0.988,0.001,0.001,0,3.023,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.06,0.568,0.371,0.008,0.011,0.011
JC13-4,Y,28.69,37.04,1.57,0.22,0.4,1.84,27.35,0.04,0.12,0,97.27,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.97,0.942,0.063,0.004,0.005,0.047,0.991,0.001,0.002,0,3.024,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.075,0.53,0.395,0.008,0.01,0.01
JC13-4,Y,29.14,36.64,1.86,0.25,0.17,1.66,27.37,0.06,0.1,0,97.23,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.982,0.929,0.074,0.004,0.002,0.042,0.988,0.002,0.001,0,3.024,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.053,0.602,0.345,0.008,0.01,0.01
JC13-4,Y,28.75,37.14,1.72,0.21,0.17,1.74,27.54,0.03,0.09,0,97.4,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.969,0.942,0.068,0.004,0.002,0.044,0.995,0.001,0.001,0,3.026,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.049,0.578,0.372,0.008,0.011,0.01
JC13-4,Y,28.59,36.9,1.57,0.23,0.31,1.68,27.41,0.06,0.14,0.12,97.01,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.97,0.941,0.063,0.004,0.004,0.043,0.996,0.002,0.002,0.001,3.025,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0.001,0.012,0.071,0.553,0.377,0.008,0.011,0.011
JC13-4,Y,28.84,37.09,1.62,0.25,0.36,1.84,27.14,0.05,0.12,0,97.31,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.974,0.942,0.064,0.005,0.004,0.047,0.981,0.001,0.002,0,3.02,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.075,0.537,0.388,0.008,0.01,0.01
JC13-4,Y,28.82,36.39,1.78,0.21,0.32,2.01,26.81,0,0.1,0,96.44,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.98,0.931,0.071,0.004,0.004,0.051,0.977,0,0.002,0,3.021,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.06,0.546,0.394,0.007,0.01,0.01
JC13-4,Y,29.22,37.37,2.05,0.24,0.11,1.25,27.51,0.11,0.09,0,97.95,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.975,0.938,0.081,0.004,0.001,0.031,0.984,0.003,0.001,0,3.02,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.048,0.686,0.266,0.008,0.011,0.01
JC13-4,Y,28.64,36.67,1.93,0.26,0.12,1.73,27.61,0,0.12,0,97.08,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.969,0.933,0.077,0.005,0.002,0.044,1.001,0,0.002,0,3.032,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.048,0.605,0.347,0.007,0.01,0.01
JT11-2,MCZl,29.83,38.14,1.52,0.22,0.21,1.32,27.06,0.04,0.19,0,98.54,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.989,0.951,0.059,0.004,0.003,0.033,0.961,0.001,0.003,0,3.004,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0,0.012,0.067,0.601,0.333,0.009,0.011,0.011
JT11-2,MCZl,29.89,36.93,1.64,0.16,0.14,1.92,27.13,0.05,0.09,0,97.94,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0,0.24,0.997,0.927,0.064,0.003,0.002,0.048,0.97,0.002,0.001,0,3.013,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.038,0.551,0.411,0.008,0.01,0.01
JT11-2,MCZl,29.63,37.64,1.64,0.18,0.18,1.94,27.1,0.03,0.07,0,98.4,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.985,0.941,0.064,0.003,0.002,0.048,0.965,0.001,0.001,0,3.012,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.045,0.544,0.411,0.008,0.01,0.01
JT11-2,MCZl,29.94,38.98,1.48,0.21,0.23,1.62,27.16,0.07,0.12,0,99.81,0.09,0.18,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.06,0.24,0.981,0.96,0.057,0.004,0.003,0.04,0.953,0.002,0.002,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.062,0.553,0.385,0.009,0.011,0.011
JT11-2,MCZl,30.15,37.17,1.96,0.13,0.2,1.67,26.92,0.07,0.09,0,98.36,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.999,0.927,0.076,0.002,0.002,0.042,0.956,0.002,0.001,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.039,0.622,0.339,0.007,0.01,0.01
JT11-2,MCZl,29.59,38.02,1.52,0.24,0.18,1.66,27.18,0.03,0.15,0,98.58,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.982,0.95,0.059,0.004,0.002,0.042,0.967,0.001,0.002,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.06,0.553,0.387,0.008,0.011,0.011
JT11-2,MCZl,29.92,38.39,1.49,0.29,0.25,1.64,26.98,0,0.15,0,99.12,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.987,0.953,0.058,0.005,0.003,0.041,0.954,0,0.002,0,3.003,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.077,0.542,0.382,0.008,0.01,0.01
JT11-2,MCZl,30.16,37.55,2.01,0.11,0,1.45,27.35,0.13,0.08,0,98.83,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.994,0.931,0.078,0.002,0,0.036,0.965,0.003,0.001,0,3.01,0.005,0.006,0.001,0.001,0,0.002,0.008,0.001,0.001,0,0.012,0.016,0.674,0.309,0.005,0.01,0.01
JT11-2,MCZl,29.96,37.88,1.47,0.22,0.34,1.84,26.87,0.04,0.15,0,98.78,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.992,0.943,0.057,0.004,0.004,0.046,0.953,0.001,0.002,0,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.072,0.516,0.412,0.008,0.01,0.01
JT11-2,MCZl,30.29,35.9,3.11,0.08,0,1.43,27.65,0.07,0.15,0,98.68,0.09,0.17,0.02,0.01,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.999,0.89,0.121,0.001,0,0.035,0.976,0.002,0.002,0,3.027,0.005,0.006,0.001,0.001,0,0.002,0.008,0.001,0.001,0,0.012,0.009,0.767,0.224,0.003,0.008,0.008
JT11-2,MCZl,30.02,37.12,1.95,0.11,0.18,1.72,27.28,0.08,0.14,0,98.59,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.994,0.924,0.076,0.002,0.002,0.043,0.968,0.002,0.002,0,3.014,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.032,0.618,0.349,0.007,0.01,0.01
JT11-2,MCZl,30.09,37.67,1.96,0.14,0.15,1.49,27.21,0.08,0.09,0,98.9,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.992,0.934,0.076,0.003,0.002,0.037,0.961,0.002,0.001,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.012,0.037,0.648,0.314,0.007,0.01,0.01
JT11-2,MCZl,29.4,39.08,2.01,0.14,0,1.52,28.22,0.11,0.06,0,100.54,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.958,0.957,0.077,0.002,0,0.037,0.985,0.003,0.001,0,3.021,0.005,0.006,0.001,0.001,0,0.002,0.008,0.001,0,0,0.011,0.02,0.661,0.319,0.005,0.01,0.01
JT11-2,MCZl,29.47,37.99,2.82,0.07,0,1.53,28.65,0.1,0.11,0,100.74,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.958,0.928,0.108,0.001,0,0.037,0.997,0.003,0.002,0,3.034,0.005,0.006,0.001,0.001,0,0.002,0.008,0.001,0.001,0,0.011,0.008,0.736,0.255,0.004,0.009,0.008
JT11-2,MCZl,29.12,38.95,1.74,0.24,0.35,2.04,27.88,0,0.09,0,100.4,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.954,0.96,0.067,0.004,0.004,0.05,0.979,0,0.001,0,3.021,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.066,0.533,0.401,0.007,0.009,0.01
JT11-2,MCZl,29.45,39.85,1.45,0.24,0.27,1.61,28.09,0.05,0.14,0,101.15,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.957,0.974,0.056,0.004,0.003,0.039,0.978,0.001,0.002,0,3.014,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.072,0.543,0.385,0.008,0.011,0.011
JT11-2,MCZl,29.36,39.38,1.57,0.2,0.22,1.84,27.92,0.04,0.14,0,100.67,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.958,0.966,0.06,0.003,0.003,0.045,0.976,0.001,0.002,0,3.015,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.054,0.541,0.405,0.008,0.01,0.01
JT11-2,MCZl,29.22,37.12,2.35,0.15,0.09,2.35,28.22,0.04,0.1,0,99.64,0.09,0.17,0.02,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.963,0.92,0.091,0.003,0.001,0.058,0.996,0.001,0.001,0,3.036,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.024,0.595,0.38,0.005,0.009,0.008
JT11-2,MCZl,28.66,38.81,1.61,0.21,0.24,1.81,27.56,0.04,0.13,0,99.08,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.951,0.969,0.063,0.004,0.003,0.045,0.98,0.001,0.002,0,3.018,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.059,0.549,0.392,0.008,0.01,0.01
JT11-2,MCZl,28.8,41.77,1.05,0.04,0.13,0.71,27.93,0.15,0.06,0,100.64,0.09,0.18,0.01,0.01,0.03,0.02,0.12,0.01,0.02,0.05,0.24,0.938,1.023,0.04,0.001,0.002,0.017,0.975,0.004,0.001,0,3.001,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0,0,0.011,0.037,0.674,0.289,0.013,0.017,0.015
JT11-2,MCZl,28.53,39.18,1.85,0.16,0.1,1.69,28.18,0.05,0.17,0.13,100.04,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.939,0.97,0.072,0.003,0.001,0.042,0.994,0.001,0.002,0.001,3.025,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0.001,0.011,0.034,0.61,0.356,0.007,0.01,0.01
JT11-2,MCZl,28.4,39.79,1.32,0.23,0.25,1.43,27.53,0.07,0.35,0,99.36,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.941,0.991,0.051,0.004,0.003,0.036,0.977,0.002,0.005,0,3.01,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.076,0.546,0.379,0.009,0.012,0.012
JT11-2,MCZl,28.72,39.12,1.94,0.13,0.12,1.39,27.69,0.13,0.07,0,99.31,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.948,0.971,0.075,0.002,0.002,0.035,0.979,0.004,0.001,0,3.017,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.034,0.662,0.304,0.007,0.011,0.01
JT11-2,MCZl,28.26,39.38,1.58,0.18,0.14,1.89,27.61,0.03,0.16,0,99.25,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.937,0.982,0.062,0.003,0.002,0.047,0.981,0.001,0.002,0,3.018,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.044,0.543,0.414,0.008,0.01,0.01
JT11-2,MCZl,29.14,39.33,1.67,0.04,0.09,1.64,28.15,0,0.11,0,100.17,0.09,0.17,0.01,0.01,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.955,0.969,0.064,0.001,0.001,0.04,0.988,0,0.002,0,3.02,0.005,0.006,0.001,0,0.001,0.002,0.008,0,0.001,0,0.011,0.016,0.604,0.38,0.007,0.011,0.011
JT11-2,MCZl,28.82,39.38,1.64,0.24,0.21,1.95,27.84,0.05,0.17,0,100.29,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.945,0.972,0.063,0.004,0.003,0.048,0.978,0.001,0.003,0,3.018,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.057,0.535,0.408,0.007,0.01,0.01
JT11-2,MCZl,28.53,38.98,1.73,0.17,0.28,2,27.84,0.04,0.09,0,99.66,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.943,0.969,0.067,0.003,0.003,0.05,0.986,0.001,0.001,0,3.023,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.052,0.545,0.403,0.007,0.01,0.01
JT11-2,MCZl,28.52,38.34,2.15,0.11,0.26,1.87,27.81,0.11,0.12,0,99.28,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.944,0.955,0.084,0.002,0.003,0.047,0.986,0.003,0.002,0,3.026,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.037,0.618,0.344,0.006,0.009,0.009
JT11-2,MCZl,29,38.32,1.73,0.19,0.41,2.38,27.23,0.03,0.17,0,99.47,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.959,0.953,0.067,0.003,0.005,0.059,0.965,0.001,0.003,0,3.015,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.062,0.499,0.44,0.007,0.009,0.009
JT11-2,MCZl,28.2,38.89,1.38,0.25,0.51,2.12,27.16,0,0.13,0,98.64,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.943,0.979,0.054,0.004,0.006,0.053,0.974,0,0.002,0,3.016,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.09,0.459,0.451,0.008,0.009,0.01
JT11-2,MCZl,28.56,37.79,2.07,0.2,0.14,1.82,27.84,0.04,0.32,0,98.79,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.951,0.946,0.081,0.004,0.002,0.046,0.993,0.001,0.005,0,3.028,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.04,0.614,0.346,0.007,0.01,0.009
JT11-2,MCZl,28.86,38.97,1.68,0.23,0.21,1.92,27.45,0.04,0.1,0,99.47,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.953,0.968,0.065,0.004,0.003,0.048,0.971,0.001,0.002,0,3.015,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.056,0.546,0.399,0.007,0.01,0.01
JT11-2,MCZl,28.56,39.11,1.69,0.16,0.1,1.83,27.55,0.05,0.15,0,99.19,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.946,0.974,0.066,0.003,0.001,0.046,0.977,0.002,0.002,0,3.017,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.034,0.571,0.395,0.007,0.01,0.01
JT11-2,MCZl,28.67,39.09,1.6,0.21,0.14,1.82,27.8,0.05,0.14,0,99.52,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.947,0.972,0.062,0.004,0.002,0.045,0.984,0.001,0.002,0,3.019,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.048,0.552,0.401,0.008,0.01,0.01
JT11-2,MCZl,27.75,38.25,1.56,0.21,0.15,1.72,27.39,0,0.12,0,97.15,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.941,0.976,0.063,0.004,0.002,0.044,0.995,0,0.002,0,3.025,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.05,0.559,0.392,0.008,0.011,0.011
JT11-2,MCZl,28.52,38.76,1.58,0.22,0.17,1.56,27.08,0.06,0.13,0,98.07,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.954,0.975,0.062,0.004,0.002,0.039,0.971,0.002,0.002,0,3.011,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.055,0.578,0.366,0.008,0.011,0.011
JT11-2,MCZl,29.06,39.5,1.65,0.17,0.14,1.63,28.11,0.08,0.15,0,100.49,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.95,0.971,0.064,0.003,0.002,0.04,0.984,0.002,0.002,0,3.018,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.042,0.588,0.37,0.008,0.011,0.011
JT11-2,MCZl,27.96,39.07,1.75,0.21,0.22,1.89,27.83,0,0.16,0,99.08,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.931,0.978,0.069,0.004,0.003,0.047,0.993,0,0.002,0,3.026,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.051,0.562,0.387,0.007,0.01,0.01
JT11-2,MCZl,28.89,39.84,1.55,0.16,0.21,1.35,27.96,0.08,0.05,0,100.09,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.948,0.983,0.06,0.003,0.002,0.033,0.983,0.002,0.001,0,3.015,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.054,0.609,0.337,0.009,0.012,0.011
LG11-1,MCZl,30.34,36.02,2.29,0.03,0.11,2.05,27.03,0,0.2,0,98.09,0.09,0.17,0.02,0.01,0.03,0.04,0.12,0.01,0.02,0.06,0.24,1.008,0.9,0.09,0.001,0.001,0.051,0.962,0,0.003,0,3.016,0.005,0.006,0.001,0,0.001,0.002,0.008,0,0.001,0,0.012,0.014,0.627,0.359,0.006,0.009,0.009
LG11-1,MCZl,29.96,37.61,1.64,0.23,0.57,2.07,26.64,0.05,0.13,0,98.9,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.992,0.937,0.064,0.004,0.007,0.052,0.945,0.001,0.002,0,3.003,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.087,0.505,0.407,0.008,0.009,0.01
LG11-1,MCZl,29.69,39.52,1.17,0.22,0.35,1.1,26.94,0.05,0.06,0,99.1,0.09,0.18,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.06,0.25,0.98,0.981,0.045,0.004,0.004,0.027,0.952,0.001,0.001,0,2.996,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0,0.012,0.101,0.562,0.338,0.011,0.013,0.013
LG11-1,MCZl,29.79,37.72,1.55,0.23,0.29,1.81,26.76,0.06,0.13,0,98.32,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.06,0.24,0.991,0.943,0.061,0.004,0.004,0.045,0.953,0.002,0.002,0,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.066,0.534,0.399,0.008,0.01,0.01
LG11-1,MCZl,29.95,38.24,1.59,0.22,0.29,2.09,27.06,0.04,0.09,0,99.58,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.984,0.945,0.062,0.004,0.004,0.052,0.953,0.001,0.001,0,3.006,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.061,0.51,0.429,0.007,0.009,0.01
LG11-1,MCZl,29.27,38.45,1.08,0.2,0.24,1,25.99,0.11,0.07,0,96.41,0.09,0.18,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.06,0.24,0.99,0.978,0.043,0.004,0.003,0.025,0.941,0.003,0.001,0,2.988,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0,0.012,0.088,0.575,0.337,0.012,0.014,0.014
LG11-1,MCZl,29.89,36.94,2.03,0.1,0.17,2.06,27.27,0.39,0.2,0,99.04,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.02,0.02,0.05,0.24,0.985,0.916,0.079,0.002,0.002,0.051,0.963,0.011,0.003,0,3.011,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.029,0.59,0.382,0.007,0.009,0.009
LG11-1,MCZl,29.97,38.21,1.42,0.27,0.29,1.91,26.58,0.04,0.23,0,98.93,0.09,0.18,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.06,0.24,0.99,0.95,0.055,0.005,0.004,0.048,0.941,0.001,0.003,0,2.997,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.075,0.497,0.428,0.008,0.01,0.01
LG11-1,MCZl,30.21,38.37,1.99,0.13,0.11,1.59,27.28,0.09,0.08,0,99.86,0.09,0.18,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.986,0.942,0.076,0.002,0.001,0.039,0.954,0.003,0.001,0,3.006,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.012,0.03,0.642,0.328,0.007,0.01,0.01
LG11-1,MCZl,30.34,38.19,1.66,0.2,0.21,1.7,26.84,0.05,0.16,0,99.36,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.06,0.24,0.996,0.943,0.064,0.004,0.003,0.042,0.944,0.001,0.002,0,2.999,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.054,0.573,0.373,0.008,0.011,0.01
LG11-1,MCZl,30.23,39.9,1.14,0.2,0.3,1.15,27.16,0.1,0.14,0,100.33,0.09,0.18,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.06,0.25,0.984,0.977,0.044,0.004,0.004,0.028,0.947,0.003,0.002,0,2.992,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0,0.012,0.09,0.555,0.355,0.011,0.013,0.013
